
C:\Users\Aale\Dropbox\Development\Java-ws\SMOPs\phantomjs>phantomjs.exe examples/netlog.js 
http://stackoverflow.com/
http://grammarist.com/usage/dove-dived/
0 >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> http://stackoverflow.com/
REQ http://grammarist.com/usage/dove-dived/ data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAC0AAAAoCAYAAABq13MpAAAGcklEQVRYw+2YXUyTVxjHz4vJLiZGd7MtXi2LkZtdELM7lyzOG7Nk2RJvl8iujBiNV2JcMA0fwqCFEGCAfJRC+SyltqWFgnwUlIKAWB3yOVrAttQWC1ZCOi6ePc8LL74tVD6ly2KTf87J6Tnv+3uf8zzP+WAAwEhMIj8h1MViEs0Jlqi+we5oJFjGCX3D9X+fmKTmq/f/rzkRlX5fzkmNPhLVqW2DQ1Ify9eFAZ8kafUsURMX+qCo1BYry3oILKcfmLQb2N3Wzqhk48xn6YbLuwJO1cQeydAvURkWONtk5UoGgKsaXRPWo3LarVHSJvkRmXHm+6pHV3h4YdDp0gE7D5XUJPo6QyzLfwKscgZY1UtgChuwkjH4tOhpQPp4Nn430GeU/TcJ4sif5iV2V/NL6P/H81oTOIUVuPsO4AyeNVG9ehw4xTP4oubZ268VFiP2jd4Y9Hufw8TKJoAgufT2RZZikJ8s7JMzxTQw1QKwhtdrZY0Likd9Azjm1G6gpcOz8VzdFHC1E8AV9gKXYdCI3eWc9q96Tj0DnHEBuObXa6J60yvgtC740Tw3jf0Sgtzj89JhK6tyAKt2Ag9f+AxY8SgPyQMLUs5hd/hut/5MH3mp3z3H6eeBa7ADV/4UuNxO4DINw1GyZklMw/MhTut8BywCj2mb9wvAQdBN0z5ldJ1zlbemygusdn5NVBeA8b/Tart/D8CMyVrjjteNeo81v1rljF7gdC7gVNPAKUeAdwuaAb17MzS6yTdGmzPoWWJLXLG8Go9We1aDLCtWnRskA27zXqCfuP0Xj9ZNBHgwwQWE6acP4Nu9m6FxZn7tmbWEg2Zpg670U1rXUpB1xVbWOsjKF/YCTQHU5X5rjmn3+IP8djthMJaNe+6EhUbFmub8jefaPZ5NbtHk8TuX/1HsEZiXetJz5rc+11BMxw7Bsc+3bS99oUH/bgGRYCL/o93Hp7gKO7B6zzqwF342L7jWgaP3A03jzxrGTJzm5dausIVrlP/tU22KD+FhFJ1djjfma4/mbdf6vbZrgz6bbOTN6IvFgGU9cvcLLOjqi6WA5bp10RbTuRDe4vhR1594bTT74aA3ghEVJxL575cHBLuhC3rr+bPN06ajOkdgS4tj26UB79w6A9sO+oMpKk0j5zKbOrksk48reLiW6mjFE0Oj1U+2elbK7P7nNCNh0+dhQZOLSa0u3U8dttmTOvsKv5DQUo2gx0wLqz88eu2RTbwZxX412y1ehwnN1mES1sE6RdKjkneaTg8b+kD0Efoj9P8WWiKRbHnmo/bExMQbWEqwjBPawvU/VOjk5GQ9gmxagdLS0qzZ2dmQm5sLWVlZkJ6e3pmamjqD5eWIQ8vlcjtBpaSkyAUrIlxsQUEBKJVKqK6uhsrKSigrK4Pi4uLA48eP4yMO3dfXZyovLweCzMjIWCT4e/fuySsqKkCtVkNjYyNf1tXVwdjY2K7PiB8EurS01FpTUwO1tbVA8AgM2MZDErAgsvgez4gHD22325UqlWqVrEmqr6/nJVhZsDSW/v288NatW++9sFkPcjm6po9EdcFdqbx9+3Zs0LbUYrGMazSaVbFlxcKPgqGhIfNegfGlsRjwS1SGA6bAz8/P52eZRHV0Vyu5KyUA9IIrQYMGBwfT9Xr9kti6YivrdLr9nBEZBvHNvLw8ykIEvunCRiaTJRQVFQG5aUNDAy+qU/CTuyLwWyyNm86IDoejsaOjwxPqFkaj0b+8vLyvMyIaJV6hUPAxk5OTA2g5DcJvuAvOZD1lqtB30wxTbLW1tfEXNhvTkpSUJM/MzPQJKY6+UhjU3d3tWgfe75HrVE9PzxzFCr2jsLAQpFIppdlh/ABJVVXVECWCrWYZPcAfesPEnxHRyube3l4b5mAbWsU2ir/FxcUDOyOiv8ahpb0UN0L6pJRaUlIC5BY0A2TVUGgyII5xRuSM6Ha7LyJkgMDEuV+YfnG7WDQzDx48sERqwxTtdDrNFB9bwYUTBSNO+p2I7fImJyfPoF8PNTc37wic+hgMhqALm0isaNEIY6KVdSfQ5BoTExOq/8J++ioFOAV7S0tLWItTOyWF0AubiO0fMOjO42JlwgAMhFvMMJNteWFzqKC0j8Cc3Il7cR/t0SnVUZCFLiaYk1empqbCXtgctoUTcO+iQ5eYRUuv0EJCOZhAtVrtaldXl2dkZGTbC5tIuMa+L2z+BexZXK+OBaruAAAAAElFTkSuQmCC
REC http://grammarist.com/usage/dove-dived/ data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAC0AAAAoCAYAAABq13MpAAAGcklEQVRYw+2YXUyTVxjHz4vJLiZGd7MtXi2LkZtdELM7lyzOG7Nk2RJvl8iujBiNV2JcMA0fwqCFEGCAfJRC+SyltqWFgnwUlIKAWB3yOVrAttQWC1ZCOi6ePc8LL74tVD6ly2KTf87J6Tnv+3uf8zzP+WAAwEhMIj8h1MViEs0Jlqi+we5oJFjGCX3D9X+fmKTmq/f/rzkRlX5fzkmNPhLVqW2DQ1Ify9eFAZ8kafUsURMX+qCo1BYry3oILKcfmLQb2N3Wzqhk48xn6YbLuwJO1cQeydAvURkWONtk5UoGgKsaXRPWo3LarVHSJvkRmXHm+6pHV3h4YdDp0gE7D5XUJPo6QyzLfwKscgZY1UtgChuwkjH4tOhpQPp4Nn430GeU/TcJ4sif5iV2V/NL6P/H81oTOIUVuPsO4AyeNVG9ehw4xTP4oubZ268VFiP2jd4Y9Hufw8TKJoAgufT2RZZikJ8s7JMzxTQw1QKwhtdrZY0Likd9Azjm1G6gpcOz8VzdFHC1E8AV9gKXYdCI3eWc9q96Tj0DnHEBuObXa6J60yvgtC740Tw3jf0Sgtzj89JhK6tyAKt2Ag9f+AxY8SgPyQMLUs5hd/hut/5MH3mp3z3H6eeBa7ADV/4UuNxO4DINw1GyZklMw/MhTut8BywCj2mb9wvAQdBN0z5ldJ1zlbemygusdn5NVBeA8b/Tart/D8CMyVrjjteNeo81v1rljF7gdC7gVNPAKUeAdwuaAb17MzS6yTdGmzPoWWJLXLG8Go9We1aDLCtWnRskA27zXqCfuP0Xj9ZNBHgwwQWE6acP4Nu9m6FxZn7tmbWEg2Zpg670U1rXUpB1xVbWOsjKF/YCTQHU5X5rjmn3+IP8djthMJaNe+6EhUbFmub8jefaPZ5NbtHk8TuX/1HsEZiXetJz5rc+11BMxw7Bsc+3bS99oUH/bgGRYCL/o93Hp7gKO7B6zzqwF342L7jWgaP3A03jzxrGTJzm5dausIVrlP/tU22KD+FhFJ1djjfma4/mbdf6vbZrgz6bbOTN6IvFgGU9cvcLLOjqi6WA5bp10RbTuRDe4vhR1594bTT74aA3ghEVJxL575cHBLuhC3rr+bPN06ajOkdgS4tj26UB79w6A9sO+oMpKk0j5zKbOrksk48reLiW6mjFE0Oj1U+2elbK7P7nNCNh0+dhQZOLSa0u3U8dttmTOvsKv5DQUo2gx0wLqz88eu2RTbwZxX412y1ehwnN1mES1sE6RdKjkneaTg8b+kD0Efoj9P8WWiKRbHnmo/bExMQbWEqwjBPawvU/VOjk5GQ9gmxagdLS0qzZ2dmQm5sLWVlZkJ6e3pmamjqD5eWIQ8vlcjtBpaSkyAUrIlxsQUEBKJVKqK6uhsrKSigrK4Pi4uLA48eP4yMO3dfXZyovLweCzMjIWCT4e/fuySsqKkCtVkNjYyNf1tXVwdjY2K7PiB8EurS01FpTUwO1tbVA8AgM2MZDErAgsvgez4gHD22325UqlWqVrEmqr6/nJVhZsDSW/v288NatW++9sFkPcjm6po9EdcFdqbx9+3Zs0LbUYrGMazSaVbFlxcKPgqGhIfNegfGlsRjwS1SGA6bAz8/P52eZRHV0Vyu5KyUA9IIrQYMGBwfT9Xr9kti6YivrdLr9nBEZBvHNvLw8ykIEvunCRiaTJRQVFQG5aUNDAy+qU/CTuyLwWyyNm86IDoejsaOjwxPqFkaj0b+8vLyvMyIaJV6hUPAxk5OTA2g5DcJvuAvOZD1lqtB30wxTbLW1tfEXNhvTkpSUJM/MzPQJKY6+UhjU3d3tWgfe75HrVE9PzxzFCr2jsLAQpFIppdlh/ABJVVXVECWCrWYZPcAfesPEnxHRyube3l4b5mAbWsU2ir/FxcUDOyOiv8ahpb0UN0L6pJRaUlIC5BY0A2TVUGgyII5xRuSM6Ha7LyJkgMDEuV+YfnG7WDQzDx48sERqwxTtdDrNFB9bwYUTBSNO+p2I7fImJyfPoF8PNTc37wic+hgMhqALm0isaNEIY6KVdSfQ5BoTExOq/8J++ioFOAV7S0tLWItTOyWF0AubiO0fMOjO42JlwgAMhFvMMJNteWFzqKC0j8Cc3Il7cR/t0SnVUZCFLiaYk1empqbCXtgctoUTcO+iQ5eYRUuv0EJCOZhAtVrtaldXl2dkZGTbC5tIuMa+L2z+BexZXK+OBaruAAAAAElFTkSuQmCC
REC http://grammarist.com/usage/dove-dived/ data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAC0AAAAoCAYAAABq13MpAAAGcklEQVRYw+2YXUyTVxjHz4vJLiZGd7MtXi2LkZtdELM7lyzOG7Nk2RJvl8iujBiNV2JcMA0fwqCFEGCAfJRC+SyltqWFgnwUlIKAWB3yOVrAttQWC1ZCOi6ePc8LL74tVD6ly2KTf87J6Tnv+3uf8zzP+WAAwEhMIj8h1MViEs0Jlqi+we5oJFjGCX3D9X+fmKTmq/f/rzkRlX5fzkmNPhLVqW2DQ1Ify9eFAZ8kafUsURMX+qCo1BYry3oILKcfmLQb2N3Wzqhk48xn6YbLuwJO1cQeydAvURkWONtk5UoGgKsaXRPWo3LarVHSJvkRmXHm+6pHV3h4YdDp0gE7D5XUJPo6QyzLfwKscgZY1UtgChuwkjH4tOhpQPp4Nn430GeU/TcJ4sif5iV2V/NL6P/H81oTOIUVuPsO4AyeNVG9ehw4xTP4oubZ268VFiP2jd4Y9Hufw8TKJoAgufT2RZZikJ8s7JMzxTQw1QKwhtdrZY0Likd9Azjm1G6gpcOz8VzdFHC1E8AV9gKXYdCI3eWc9q96Tj0DnHEBuObXa6J60yvgtC740Tw3jf0Sgtzj89JhK6tyAKt2Ag9f+AxY8SgPyQMLUs5hd/hut/5MH3mp3z3H6eeBa7ADV/4UuNxO4DINw1GyZklMw/MhTut8BywCj2mb9wvAQdBN0z5ldJ1zlbemygusdn5NVBeA8b/Tart/D8CMyVrjjteNeo81v1rljF7gdC7gVNPAKUeAdwuaAb17MzS6yTdGmzPoWWJLXLG8Go9We1aDLCtWnRskA27zXqCfuP0Xj9ZNBHgwwQWE6acP4Nu9m6FxZn7tmbWEg2Zpg670U1rXUpB1xVbWOsjKF/YCTQHU5X5rjmn3+IP8djthMJaNe+6EhUbFmub8jefaPZ5NbtHk8TuX/1HsEZiXetJz5rc+11BMxw7Bsc+3bS99oUH/bgGRYCL/o93Hp7gKO7B6zzqwF342L7jWgaP3A03jzxrGTJzm5dausIVrlP/tU22KD+FhFJ1djjfma4/mbdf6vbZrgz6bbOTN6IvFgGU9cvcLLOjqi6WA5bp10RbTuRDe4vhR1594bTT74aA3ghEVJxL575cHBLuhC3rr+bPN06ajOkdgS4tj26UB79w6A9sO+oMpKk0j5zKbOrksk48reLiW6mjFE0Oj1U+2elbK7P7nNCNh0+dhQZOLSa0u3U8dttmTOvsKv5DQUo2gx0wLqz88eu2RTbwZxX412y1ehwnN1mES1sE6RdKjkneaTg8b+kD0Efoj9P8WWiKRbHnmo/bExMQbWEqwjBPawvU/VOjk5GQ9gmxagdLS0qzZ2dmQm5sLWVlZkJ6e3pmamjqD5eWIQ8vlcjtBpaSkyAUrIlxsQUEBKJVKqK6uhsrKSigrK4Pi4uLA48eP4yMO3dfXZyovLweCzMjIWCT4e/fuySsqKkCtVkNjYyNf1tXVwdjY2K7PiB8EurS01FpTUwO1tbVA8AgM2MZDErAgsvgez4gHD22325UqlWqVrEmqr6/nJVhZsDSW/v288NatW++9sFkPcjm6po9EdcFdqbx9+3Zs0LbUYrGMazSaVbFlxcKPgqGhIfNegfGlsRjwS1SGA6bAz8/P52eZRHV0Vyu5KyUA9IIrQYMGBwfT9Xr9kti6YivrdLr9nBEZBvHNvLw8ykIEvunCRiaTJRQVFQG5aUNDAy+qU/CTuyLwWyyNm86IDoejsaOjwxPqFkaj0b+8vLyvMyIaJV6hUPAxk5OTA2g5DcJvuAvOZD1lqtB30wxTbLW1tfEXNhvTkpSUJM/MzPQJKY6+UhjU3d3tWgfe75HrVE9PzxzFCr2jsLAQpFIppdlh/ABJVVXVECWCrWYZPcAfesPEnxHRyube3l4b5mAbWsU2ir/FxcUDOyOiv8ahpb0UN0L6pJRaUlIC5BY0A2TVUGgyII5xRuSM6Ha7LyJkgMDEuV+YfnG7WDQzDx48sERqwxTtdDrNFB9bwYUTBSNO+p2I7fImJyfPoF8PNTc37wic+hgMhqALm0isaNEIY6KVdSfQ5BoTExOq/8J++ioFOAV7S0tLWItTOyWF0AubiO0fMOjO42JlwgAMhFvMMJNteWFzqKC0j8Cc3Il7cR/t0SnVUZCFLiaYk1empqbCXtgctoUTcO+iQ5eYRUuv0EJCOZhAtVrtaldXl2dkZGTbC5tIuMa+L2z+BexZXK+OBaruAAAAAElFTkSuQmCC
REQ http://grammarist.com/usage/dove-dived/ https://twitter.com/i/jot?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22language%22%3A%22en%22%2C%22client_version%22%3A%221.1%3Am%3Ac%22%2C%22widget_origin%22%3A%22http%3A%2F%2Fgrammarist.com%2Fusage%2Fdove-dived%2F%22%2C%22format_version%22%3A1%2C%22triggered_on%22%3A1402097004820%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22button%22%2C%22section%22%3A%22share%22%2C%22action%22%3A%22impression%22%7D%7D
REC http://grammarist.com/usage/dove-dived/ http://platform.twitter.com/widgets/tweet_button.1401325387.html#_=1402097004764&count=horizontal&id=twitter-widget-0&lang=en&original_referer=http%3A%2F%2Fgrammarist.com%2Fusage%2Fdove-dived%2F&size=m&text=Dove%20vs.%20dived%20-%20Grammarist&url=http%3A%2F%2Fgrammarist.com%2Fusage%2Fdove-dived%2F&via=_grammarist
REQ http://grammarist.com/usage/dove-dived/ http://cdn.api.twitter.com/1/urls/count.json?url=http%3A%2F%2Fgrammarist.com%2Fusage%2Fdove-dived%2F&callback=twttr.receiveCount
REC http://grammarist.com/usage/dove-dived/ http://grammarist.disqus.com/count.js
REQ http://grammarist.com/usage/dove-dived/ http://go.disqus.com/count.js
REC http://grammarist.com/usage/dove-dived/ http://go.disqus.com/count.js
REC http://grammarist.com/usage/dove-dived/ http://go.disqus.com/count.js
REQ http://grammarist.com/usage/dove-dived/ http://grammarist.disqus.com/count-data.js?1=1962%20http%3A%2F%2Fgrammarist.com%2F%3Fp%3D1962
REC http://grammarist.com/usage/dove-dived/ http://connect.facebook.net/en_US/all.js
REC http://grammarist.com/usage/dove-dived/ http://go.disqus.com/embed.js
REC http://grammarist.com/usage/dove-dived/ http://cdn.api.twitter.com/1/urls/count.json?url=http%3A%2F%2Fgrammarist.com%2Fusage%2Fdove-dived%2F&callback=twttr.receiveCount
REC http://grammarist.com/usage/dove-dived/ http://go.disqus.com/embed.js
REC http://grammarist.com/usage/dove-dived/ http://cdn.api.twitter.com/1/urls/count.json?url=http%3A%2F%2Fgrammarist.com%2Fusage%2Fdove-dived%2F&callback=twttr.receiveCount
REQ http://grammarist.com/usage/dove-dived/ http://disqus.com/embed/comments/?base=default&disqus_version=ae2cfce6&f=grammarist&t_i=1962%20http%3A%2F%2Fgrammarist.com%2F%3Fp%3D1962&t_u=http%3A%2F%2Fgrammarist.com%2Fusage%2Fdove-dived%2F&t_e=Dove%20vs.%20dived&t_d=Dove%20vs.%20dived%20-%20Grammarist&t_t=Dove%20vs.%20dived&s_o=default&l=#2
REC http://grammarist.com/usage/dove-dived/ http://connect.facebook.net/en_US/all.js
REC http://grammarist.com/usage/dove-dived/ http://grammarist.disqus.com/count-data.js?1=1962%20http%3A%2F%2Fgrammarist.com%2F%3Fp%3D1962
REC http://grammarist.com/usage/dove-dived/ http://grammarist.disqus.com/count-data.js?1=1962%20http%3A%2F%2Fgrammarist.com%2F%3Fp%3D1962
REC http://grammarist.com/usage/dove-dived/ https://twitter.com/i/jot?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22language%22%3A%22en%22%2C%22client_version%22%3A%221.1%3Am%3Ac%22%2C%22widget_origin%22%3A%22http%3A%2F%2Fgrammarist.com%2Fusage%2Fdove-dived%2F%22%2C%22format_version%22%3A1%2C%22triggered_on%22%3A1402097004820%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22button%22%2C%22section%22%3A%22share%22%2C%22action%22%3A%22impression%22%7D%7D
REC http://grammarist.com/usage/dove-dived/ https://twitter.com/i/jot?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22language%22%3A%22en%22%2C%22client_version%22%3A%221.1%3Am%3Ac%22%2C%22widget_origin%22%3A%22http%3A%2F%2Fgrammarist.com%2Fusage%2Fdove-dived%2F%22%2C%22format_version%22%3A1%2C%22triggered_on%22%3A1402097004820%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22button%22%2C%22section%22%3A%22share%22%2C%22action%22%3A%22impression%22%7D%7D
REQ http://grammarist.com/usage/dove-dived/ http://static.ak.facebook.com/connect/xd_arbiter/V80PAcvrynR.js?version=41#channel=f32ad3f7d4&origin=http%3A%2F%2Fgrammarist.com
REQ http://grammarist.com/usage/dove-dived/ https://s-static.ak.facebook.com/connect/xd_arbiter/V80PAcvrynR.js?version=41#channel=f32ad3f7d4&origin=http%3A%2F%2Fgrammarist.com
REC http://grammarist.com/usage/dove-dived/ http://disqus.com/embed/comments/?base=default&disqus_version=ae2cfce6&f=grammarist&t_i=1962%20http%3A%2F%2Fgrammarist.com%2F%3Fp%3D1962&t_u=http%3A%2F%2Fgrammarist.com%2Fusage%2Fdove-dived%2F&t_e=Dove%20vs.%20dived&t_d=Dove%20vs.%20dived%20-%20Grammarist&t_t=Dove%20vs.%20dived&s_o=default&l=#2
REQ http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/ae2cfce6/lounge.load.js
REC http://grammarist.com/usage/dove-dived/ http://disqus.com/embed/comments/?base=default&disqus_version=ae2cfce6&f=grammarist&t_i=1962%20http%3A%2F%2Fgrammarist.com%2F%3Fp%3D1962&t_u=http%3A%2F%2Fgrammarist.com%2Fusage%2Fdove-dived%2F&t_e=Dove%20vs.%20dived&t_d=Dove%20vs.%20dived%20-%20Grammarist&t_t=Dove%20vs.%20dived&s_o=default&l=#2
REC http://grammarist.com/usage/dove-dived/ http://static.ak.facebook.com/connect/xd_arbiter/V80PAcvrynR.js?version=41#channel=f32ad3f7d4&origin=http%3A%2F%2Fgrammarist.com
REC http://grammarist.com/usage/dove-dived/ http://static.ak.facebook.com/connect/xd_arbiter/V80PAcvrynR.js?version=41#channel=f32ad3f7d4&origin=http%3A%2F%2Fgrammarist.com
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/ae2cfce6/lounge.load.js
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/ae2cfce6/lounge.load.js
REQ http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/styles/lounge.f02eb237c0c1448fd2826d494ea0db84.css
REQ http://grammarist.com/usage/dove-dived/ http://disqus.com/next/config.js?forum=grammarist
REQ http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/common.815386f0723d8a88d418deb8d305fd50.js
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/styles/lounge.f02eb237c0c1448fd2826d494ea0db84.css
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/styles/lounge.f02eb237c0c1448fd2826d494ea0db84.css
REC http://grammarist.com/usage/dove-dived/ https://s-static.ak.facebook.com/connect/xd_arbiter/V80PAcvrynR.js?version=41#channel=f32ad3f7d4&origin=http%3A%2F%2Fgrammarist.com
REC http://grammarist.com/usage/dove-dived/ https://s-static.ak.facebook.com/connect/xd_arbiter/V80PAcvrynR.js?version=41#channel=f32ad3f7d4&origin=http%3A%2F%2Fgrammarist.com
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/common.815386f0723d8a88d418deb8d305fd50.js
REC http://grammarist.com/usage/dove-dived/ http://disqus.com/next/config.js?forum=grammarist
REC http://grammarist.com/usage/dove-dived/ http://disqus.com/next/config.js?forum=grammarist
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/common.815386f0723d8a88d418deb8d305fd50.js
REQ http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/lounge.8b32439a7eb17b25be7ccaa8ba406b2b.js
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/lounge.8b32439a7eb17b25be7ccaa8ba406b2b.js
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/lounge.8b32439a7eb17b25be7ccaa8ba406b2b.js
REQ http://grammarist.com/usage/dove-dived/ http://b.scorecardresearch.com/b?c1=7&c2=10137436&c3=1&ns__t=1402097005693&ns_c=UTF-8&c8=Disqus%20Comments&c7=http%3A%2F%2Fdisqus.com%2Fembed%2Fcomments%2F%3Fbase%3Ddefault%26disqus_version%3Dae2cfce6%26f%3Dgrammarist%26t_i%3D1962%2520http%253A%252F%252Fgrammarist.com%252F%253Fp%253D1962%26t_u%3Dhttp%253A%252F%252Fgrammarist.com%252Fusage%252Fdove-dived%252F%26t_e%3DDove%2520vs.%2520dived%26t_d%3DDove%2520vs.%2520dived%2520-%2520Grammarist%26t_t%3DDove%2520vs.%2520dived%26s_o%3Ddefault%26l%3D%232&c9=http%3A%2F%2Fgrammarist.com%2Fusage%2Fdove-dived%2F
REQ http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/assets/img/loader.17e9b4eca3c4dbbcb5be44b22660bdb3.gif
REQ http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/assets/font/embed-icons.893fad5494aeff09e7676c30b692899e.svg
REQ http://grammarist.com/usage/dove-dived/ http://disqus.com/api/3.0/embed/threadDetails.json?thread=334470497&post=902426371&post=913946531&post=945117211&post=972716036&post=959439079&post=992533724&post=1087548773&post=1092615570&post=972714455&post=1296301186&_1402097005751=1&api_key=E8Uh5l5fHZ6gD8U3KycjAIAk46f68Zw7C6eW8WSjZvCLXebZ7p0r1yrYDrLilk2F
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/assets/img/loader.17e9b4eca3c4dbbcb5be44b22660bdb3.gif
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/assets/img/loader.17e9b4eca3c4dbbcb5be44b22660bdb3.gif
REQ http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/assets/img/sprite.334e21d7c11d250e9ccc0c17eb8ba499.png
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/assets/font/embed-icons.893fad5494aeff09e7676c30b692899e.svg
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/assets/font/embed-icons.893fad5494aeff09e7676c30b692899e.svg
REQ http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/alfie.f51946af45e0b561c60f768335c9eb79.js
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/assets/img/sprite.334e21d7c11d250e9ccc0c17eb8ba499.png
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/assets/img/sprite.334e21d7c11d250e9ccc0c17eb8ba499.png
REQ http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/assets/img/noavatar92.d1dee965677e7cc8d58afe004a6d8282.png
REQ http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/1401901512/images/noavatar92.png
REC http://grammarist.com/usage/dove-dived/ http://b.scorecardresearch.com/b?c1=7&c2=10137436&c3=1&ns__t=1402097005693&ns_c=UTF-8&c8=Disqus%20Comments&c7=http%3A%2F%2Fdisqus.com%2Fembed%2Fcomments%2F%3Fbase%3Ddefault%26disqus_version%3Dae2cfce6%26f%3Dgrammarist%26t_i%3D1962%2520http%253A%252F%252Fgrammarist.com%252F%253Fp%253D1962%26t_u%3Dhttp%253A%252F%252Fgrammarist.com%252Fusage%252Fdove-dived%252F%26t_e%3DDove%2520vs.%2520dived%26t_d%3DDove%2520vs.%2520dived%2520-%2520Grammarist%26t_t%3DDove%2520vs.%2520dived%26s_o%3Ddefault%26l%3D%232&c9=http%3A%2F%2Fgrammarist.com%2Fusage%2Fdove-dived%2F
REQ http://grammarist.com/usage/dove-dived/ http://realtime.services.disqus.com/api/2/thread/334470497?bust=1
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/assets/img/noavatar92.d1dee965677e7cc8d58afe004a6d8282.png
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/assets/img/noavatar92.d1dee965677e7cc8d58afe004a6d8282.png
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/alfie.f51946af45e0b561c60f768335c9eb79.js
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/alfie.f51946af45e0b561c60f768335c9eb79.js
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/1401901512/images/noavatar92.png
REC http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/1401901512/images/noavatar92.png
REC http://grammarist.com/usage/dove-dived/ http://disqus.com/api/3.0/embed/threadDetails.json?thread=334470497&post=902426371&post=913946531&post=945117211&post=972716036&post=959439079&post=992533724&post=1087548773&post=1092615570&post=972714455&post=1296301186&_1402097005751=1&api_key=E8Uh5l5fHZ6gD8U3KycjAIAk46f68Zw7C6eW8WSjZvCLXebZ7p0r1yrYDrLilk2F
REC http://grammarist.com/usage/dove-dived/ http://disqus.com/api/3.0/embed/threadDetails.json?thread=334470497&post=902426371&post=913946531&post=945117211&post=972716036&post=959439079&post=992533724&post=1087548773&post=1092615570&post=972714455&post=1296301186&_1402097005751=1&api_key=E8Uh5l5fHZ6gD8U3KycjAIAk46f68Zw7C6eW8WSjZvCLXebZ7p0r1yrYDrLilk2F
REQ http://grammarist.com/usage/dove-dived/ http://a.disquscdn.com/next/styles/discovery.32839181d8bc0e26302f2c4f8276b7b2.css
REQ http://grammarist.com/usage/dove-dived/ http://referrer.disqus.com/juggler/event.js?thread_slug=dove_vs_dived&user_type=anon&referrer=http%3A%2F%2Fgrammarist.com%2Fusage%2Fdove-dived%2F&theme=next&organic_enabled=true&promoted_enabled=false&max_enabled=false&thumbnails_enabled=false&event=init_embed&thread=334470497&forum=grammarist&forum_id=860417&imp=1to7kekdd86rn&prev_imp
